Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
NC2,,11/20/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,01/13/2014,12:00 PM,Wet,2.98,2.67,21,3,20,18.4,22.13,1.76,2.07,,,,,,,14.66,17.65,18.7445,20.2878,,,,,,,,weak,W,4,S,1,9.19,9.52,3.5,7.34,7.39,,,,,800,800,,,440,720,0.545,,0.71,,0.16,,1.02,,3.39,,0.197,,3,5,0.74,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,09/20/2006,10:22 AM,Dry,21.64,21.56,23,5,19,21.99,22.43,3.27,3.32,4.09,4.01,52.97,51.88,,,14.46,14.81,,,,,,,,40.831,45.064,0.6,E,13,NW,1,4.11,4.41,5,7.2,7.24,,,,,50,22,,,28,32,0.548,,0.614,,0.15,,1.87,,2.03,,0.208,,5,11.25,8.76,,,,,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,09/05/2012,10:18 AM,Wet,24.73,24.73,22,3,20,24,24.85,3.77,3.88,1,1,13.81,13.92,74.45,70.13,15.13,15.77,22.2651,8.6126,,,690.57,697.29,6.19,127.888,129.686,slk,,3,W,1,1.24,1.18,4,7.14,7.13,,,,,5400,2500,,,680,425,0.292,,0.558,,0.225,,0.851,,2.98,,0.316,,4,4,6.9,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,10/18/2016,9:48 AM,Dry,18.65,18.55,26.0,3,24,25.33,25.74,3.5,3.5,7.12,6.01,88.6,74.9,72.0,68.1,17.73,18.07,6.77,1.60,7.99,7.90,1736,792,3,148.12,142.85,HW 0,HW 0,2.0,SW,1,6.45,4.76,4.0,7.69,7.67,,,E,E,12,8,E,E,80,12,0.536,,0.253,,0.155,,1.243,,3.088,3.150,0.233,,5,7,12.60,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,Sampled after tug boat passed. Chlorophyll a - samples were analyzed outside the holding time. Instead of 11/14/16 analysis was performed on 11/16/16. Data are questionable.,-73.946167,40.737167,Permanent
NC1,,02/03/2016,9:35 AM,Dry,4.59,4.12,21.0,3,18,22.53,23.09,2.2,2.2,,,,,,,17.84,18.32,75.35,18.21,,,,,,,,0.3,W,10.0,S,1,8.44,9.76,1.5,7.66,7.76,,,,,140,230,E,E,72,56,0.422,,0.021,,0.032,,0.945,,3.095,3.177,0.202,,14,16,102.00,,,,,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,Dark greenish water.,-73.927040,40.724545,Permanent
NC0,,05/27/2014,9:13 AM,Dry,16.72,16.65,18,3,16,18.37,18.41,2.49,2.49,6.78,6.91,77.93,79.28,78.21,78.65,12.85,12.9,2.8514,3.2317,7.29,7.25,1068.2,1351.1,14.89,244.069,260.491,hwslk,,calm,,1,6.87,7.04,4,7.05,7.06,,,,,"1,000",740,,,,,0.225,,0.715,,0.149,,1.24,,2.22,2.26,0.183,,5,8,3.79,,,,,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration system at the NC statio.System is on.: Inc#21 had no power on 5/28/14 at 8am.,-73.931556,40.714961,Permanent
NC2,,11/20/2008,10:54 AM,Dry,,,16,,,,,,,,,,,,,,,,,,,,,,,,0.4,E,7,NNW,1,5.58,5.78,7.5,7.25,7.28,,,,,228,255,,,20,28,0.474,,0.942,,0.123,,1.61,,3.06,,0.208,,10,4.4,2.4,,,,,3.3,,,,,,19.8,21.2,10.7,10.8,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,10/13/2016,9:49 AM,Dry,18.86,18.96,22.0,3,20,24.33,25.18,3.4,3.5,6.33,5.73,78.6,71.6,60.0,72.8,16.92,17.55,29.81,2.37,7.89,7.84,1066,539,5,159.26,155.92,0.3,W,3.0,SW,1,7.08,6.57,2.5,7.62,7.61,,,E,E,12,8,E,E,8,8,0.512,,0.292,,0.154,,0.836,,3.383,3.164,0.269,,8,8,52.10,,,,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,Brownish water.,-73.946167,40.737167,Permanent
NC0,,09/24/2014,9:13 AM,Dry,20.7,20.77,18,3,14,22.04,22.31,3.21,3.25,7.12,6.59,90.41,83.88,72.89,75.27,14.74,14.92,11.1234,9.7384,,,700.11,1299.3,30.14,80.114,70.892,hwslk,,5,E,1,7.12,6.98,4,7.44,7.44,,,,,140,192,E,E,16,20,0.407,,0.529,,0.251,,0.923,,3.78,3.65,0.299,,10,20,18.4,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,06/21/2016,9:30 AM,Dry,20.48,19.43,21.0,3,18,23.86,24.20,3.4,3.4,4.90,3.64,62.6,45.7,68.4,71.5,16.17,16.69,5.39,2.69,7.24,7.24,,,,243.24,250.68,0.1,S,9.0,W,1,4.76,4.49,4.0,7.32,7.33,,,,,11,36,E,E,12,40,0.280,,0.286,,0.118,,0.688,,1.766,1.751,0.165,,17,19,12.40,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration system on,-73.927040,40.724545,Permanent
NC2,,10/04/2016,9:39 AM,Dry,20.38,20.74,18.0,3,15,24.25,25.08,3.5,3.6,3.71,3.46,47.4,44.7,67.2,69.8,16.49,17.03,14.37,4.62,7.53,7.53,401,240,12,149.42,150.35,0.1,W,7.0,NE,1,3.90,3.80,3.5,7.36,7.36,,,,,242,220,E,E,24,20,0.442,,0.461,,0.193,,0.845,,2.910,2.910,0.280,,5,7,9.00,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,07/16/2013,3:37 PM,Dry,25.39,22.12,18,3,14,20.8,22.21,3.35,3.33,10.51,2.65,144.23,34.52,105.4,16.67,12.54,14.5,14.3122,19.605,,,2079.2,1886.3,30.92,,,weak,W,3,NNW,1,6.27,7.24,2,7.68,7.64,,,,,100,108,E,E,10,16,0.124,,0.203,,0.15,,1.19,,2.73,,0.258,,10,8,30.9,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Brown Water.,-73.935500,40.728833,Permanent
NC3,,09/01/2010,10:40 AM,Dry,24.85,24.3,23,3,20,22.63,23.34,3.58,3.64,2.53,3.32,34.79,45.41,77.16,78.55,14.06,14.76,11.7364,9.893,7.69,7.83,1776.9,76.24,1.56,183.096,186.144,0.2,E,CALM,,1,2.79,3.22,4,7.08,7.14,,,,,120,55,E,E,12,12,0.272,,0.519,,0.208,,1.98,,2.36,,0.292,,6.8,10,7,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,07/10/2013,9:58 AM,Dry,23.07,22.25,18,3,14,19.54,20.19,3.02,3.06,3.33,0.61,43.46,7.91,51.68,37.93,12.23,12.94,15.1675,18.8167,,,2265.9,1258.2,21.97,,,hwslk,,3,S,1,3.49,3.09,2,7.13,7.18,,,,,5200,6300,,,660,780,0.113,,0.634,,0.25,,1.61,,2.78,,0.432,,10,13,10.69,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,Dark Green Water,-73.931556,40.714961,Permanent
NC0,,10/22/2008,10:17 AM,Dry,,,14,,,,,,,,,,,,,,,,,,,,,,,,0.1,W,9,NW,1,8.6,7.62,3.5,7.2,7.27,,,,,40,40,,,8,28,0.379,,0.398,,0.068,,2.03,,0.107,,0.22,,14.4,11.2,10.34,,,,,3.3,,,,,,23.2,23.3,15.1,14.9,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,,10/04/2011,10:51 AM,Wet,19.62,20.83,23,3,20,15.3,18.27,2.25,2.71,4.73,1.87,56.68,23.28,70.9,79.76,9.89,11.85,34.873,30.8237,8.43,8.23,819.24,57.16,0,40.205,42.697,WEAK,E,8,N,1,4.21,2.88,4,7.04,6.98,,,,,480,520,E,E,10,50,0.29,,0.792,,0.158,,0.934,,3.73,,0.198,,12,12,5.4,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,01/24/2007,10:25 AM,Dry,4.45,4.9,17,4,16,20.1,20.98,1.99,2.1,10.02,10.36,88.44,93,,,15.92,16.59,,,,,,,,,,0.2,E,9,W,1,9.75,9.88,6,7.36,7.46,,,,,5,5,,,4,5,0.542,,0.61,,0.085,,0.93,,3.37,,0.13,,2,5,5.11,,,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,07/14/2011,11:34 AM,Dry,22.65,22.07,24,3,21,21.77,22.28,3.3,3.34,3.82,4.17,50.4,54.46,66.77,73.69,14.02,14.57,14.2097,13.0771,7.32,7.35,1948,230.77,1.03,243.879,245.646,HW SLK,,4,NNW,1,4.01,3.95,4,7.14,7.14,,,>,>,"4,000",4000,,,194,222,0.259,,0.508,,0.157,,1.04,,1.78,,0.205,,10,4,4.2,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,07/23/2008,10:18 AM,Dry,24.58,22.8,14,4,13,22.11,23.44,3.48,3.54,5.95,0.21,81.18,2.85,,,13.75,15.25,69.2517,7.8234,,,1186.75,16.88,0,,,WEAK,W,CALM,,1,1.49,0.83,1,6.99,6.94,,,,,,,,,2800,3620,0.018,,0.658,,0.255,,4.58,,2.21,,0.476,,12.4,11.2,16.88,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,Fecal Top  and Bottom samples are questionable,-73.931556,40.714961,Permanent
NC3,,09/22/2004,11:12 AM,Dry,21.64,22.03,24,4,22,14.47,17.17,2.23,2.63,,,92.77,73.67,45.75,79.2,8.78,10.72,,,,,,,,,,0.4,E,5,NW,1,6.25,4.74,2.5,7.48,7.42,,,,,310,231,,,40,50,0.527,,0.343,,0.14,,1.1,,2.14,,0.194,,1.6,32,30.48,,45.9,,,3.73,,7.49,5.82,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,09/08/2005,10:40 AM,Dry,24.57,23.86,17,5,15,14.72,23.68,2.41,3.65,,,24.16,13.93,60.44,11.74,8.2,15.14,27.17,3.57,8.18,8.22,1777.05,20.27,0.34,-2.66,-5.74,0.3,W,CALM,CALM,1,0.87,0.75,1,7.01,7.02,,,,,,,,,2,10,0.183,,3.83,,0.529,,7.36,,3.58,,0.88,,15,2.75,57.44,,,,,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,11/01/2016,9:21 AM,Wet,15.95,15.70,17.0,3,13,23.04,24.69,3.0,3.2,2.01,2.51,23.4,29.3,63.1,80.4,16.58,17.90,0.68,0.60,7.51,7.52,1504,473,12,28.71,71.36,WEAK,SW,0.0,0.0,1,1.49,1.58,1.0,7.30,7.30,,,,,"26,000","43,000",,,"2,800",4600,0.327,,1.080,,0.282,,1.130,,3.302,3.239,0.317,,8,8,0.42,,,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,"Aeration system off, pungent smell",-73.931556,40.714961,Permanent
NC1,,09/10/2003,10:40 AM,Dry,,,20,,,,,,,,,,,,,,,,,,,,,,,,,S-0.5,1,SE,1,3.52,2.95,4,7.04,7.11,,,,,43,44,,,21,26,0.222,,0.49,,0.164,,3,,1.78,,0.28,,,,,,7.77,,,4.6,,,,,,25.8,26.2,21.9,21.8,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,01/11/2016,9:34 AM,Wet,7.71,7.34,20.6,3,17,13.97,23.58,1.6,2.5,8.18,6.37,68.3,61.7,43.7,81.6,10.84,18.41,1.99,1.00,,,,2500,7,275.30,281.34,0.5,S,9.0,W,1,6.17,6.32,1.5,7.41,7.47,,,,,"18,000","5,900",,,"2,400",2200,0.536,,0.606,,0.115,,0.989,,2.880,2.690,0.140,,14,15,4.83,,,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,06/11/2014,11:02 AM,Wet,18.71,18.05,19,3,15,18.93,21.52,2.68,2.97,3.25,4.57,38.96,54.91,60.2,72.79,12.85,14.97,13.293,1.8068,,,937.41,1692.4,37.74,167.259,177.369,weak,W,3,NNE,1,3.81,3.41,3,7.1,7.15,,,,,"4,400",5900,E,E,50,50,0.231,,0.562,,0.159,,1.129,,1.28,1.26,0.34,,5,4,10.7,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,08/23/2011,10:24 AM,Dry,23.6,23.86,17,3,15,16.98,21.06,2.69,3.29,5.97,0.95,77.6,12.79,24.48,77.54,10.16,13.17,67.8174,13.7975,7.96,7.93,1838.1,153.58,0.02,128.484,134.484,WEAK,E,CALM,,1,4,3.07,2,7.17,7.01,,,>,,"4,000",1960,,,400,332,0.132,,0.348,,0.161,,0.355,,1.4,,1.11,,13,13,78.6,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,09/02/2014,9:57 AM,Wet,24.46,24.11,17,3,14,22.33,22.8,3.51,3.55,3.35,1.91,45.54,25.89,63.45,78.76,13.95,14.4,15.9183,5.9798,,,1617.5,2179.8,37.33,108.255,95.071,weak,E,calm,,1,4.53,2.89,2.5,7.16,7.16,,,,,"21,000",7700,,,960,470,0.263,,0.282,,0.205,,0.685,,2.384,2.496,0.382,,20,23,38,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,10/08/2013,10:21 AM,Wet,20.19,20.34,18,3,16,23.85,24.02,3.41,3.44,4.78,4.17,60.75,53.16,38.54,33.82,16.24,16.32,17.6237,18.4621,,,1246.1,1340.2,11.7,,,weak,E,6,W,1,4.69,4.71,2,7.25,7.35,,,,,9100,6000,,,2000,3200,0.4,,0.46,,0.2,,0.89,,3.69,,0.288,,8,10,28.3,,,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,06/24/2009,10:47 AM,Dry,19.78,19.1,26,3,22,17.33,20.6,2.53,2.92,5.31,4.27,64.53,52.26,,,11.39,14.03,10.4513,4.8854,7.46,7.36,627.19,32.23,0,158.963,164.222,HW WEAK,E,LT AIRS,,1,5.71,4.91,2.5,7.21,7.21,,,,,279,221,,,84,124,0.377,,0.466,,0.123,,0.904,,1.02,,0.167,,11,9,5.9,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,07/29/2009,10:31 AM,Wet,23.61,22.21,22,3,19,20.6,21.72,3.21,3.27,7.87,2.05,104.79,26.75,,,12.88,14.11,70.1411,19.5788,8.15,7.68,1096.3,39.44,0,138.695,143.226,0.2,W,6,E,1,5.86,5.68,3,7.32,7.35,,,,,430,500,E,E,60,60,0.238,,0.282,,0.081,,0.803,,0.749,,0.17,,5,11.6,49.5,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,09/16/2015,9:07 AM,Dry,23.76,23.77,16,3,14,22.97,23.21,3.55,3.58,5.03,4.98,67.84,67.33,69.15,68.43,14.63,14.8,4.7619,4.5544,,,,2774.3,29.29,362.853,375.884,WEAK,S,0,0,1,5.09,5.05,3,7.15,7.16,,,,,510,630,E,E,36,32,0.331,,0.862,,0.158,,1.15,,2.897,2.95,0.314,,8,16,6.31,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration system operational between NC0 and NC1.,-73.931556,40.714961,Permanent
NC1,,07/10/2013,10:07 AM,Dry,24.95,21.89,21,3,18,17.54,21.07,2.85,3.16,5.55,2.35,74.08,30.27,103.71,14.62,10.22,13.7,6.4198,20.1451,,,2173.6,1733.8,3.91,,,0.2,N,2,S,1,3.42,2.62,1,7.31,7.31,,,>,,20000,6600,E,,1700,470,0.104,,0.286,,0.19,,1.62,,2.12,,0.413,,10,9,29.82,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,Dark Green Water,-73.927040,40.724545,Permanent
NC1,,09/23/2015,9:42 AM,Dry,22.19,22.92,19,3,18,24.04,24.69,3.58,3.72,4.41,3.1,58.17,41.57,62.52,70.83,15.87,16.15,16.4329,6.6386,,,,2144.6,8.74,169.391,154.458,WEAK,N,5,N,1,4.94,4.07,3,7.22,7.23,,,,,84,64,E,E,20,8,0.421,,0.385,,0.17,,0.836,,3.342,3.291,0.279,,20,20,21.7,,,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,Areation system operational between NC0 & NC1,-73.927040,40.724545,Permanent
NC2,,11/09/2015,9:42 AM,Dry,14.87,15.17,17,3,17,23.2,23.63,2.95,3.02,4.85,4.59,55.29,52.79,76.36,80.3,16.92,17.19,4.4694,2.3122,,,,3325.1,49.07,216.617,212.818,0.1,W,0,0,1,4.88,4.98,4.5,7.33,7.34,,,,,39,25,E,E,70,36,0.493,,0.403,,0.143,,0.976,,3.481,3.204,0.275,,5,7,16.4,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,07/08/2014,9:48 AM,Dry,23.87,22.01,20,3,16,18.65,20.02,2.94,3.02,7.85,1.9,103.57,24.36,35.76,72.99,11.35,12.87,23.8215,3.8543,,,969.98,1247.3,2.97,172.124,161.066,0.2,N,4,SSW,1,5.83,4.77,2,7.3,7.22,,,,,"2,400",430,E,E,56,100,0.192,,0.289,,0.115,,0.908,,0.731,1.011,0.374,,29,9,55.6,,,,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,Brown Water,-73.927040,40.724545,Permanent
NC0,,07/09/2008,10:08 AM,Dry,21.08,20.63,13,4,11,23.57,23.67,3.44,3.42,0.66,0.3,8.49,3.9,,,15.8,15.98,20.2155,10.2241,,,1985.45,136.63,7.03,,,LW SLK,,2,SSW,1,0.64,0.83,2.5,7,7.06,,,,,,,,,84,128,0.022,,0.766,,0.219,,2.9,,1.94,,0.361,,16,27.2,15.5,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,Fecal Top  and Bottom samples are questionable,-73.931556,40.714961,Permanent
NC0,,01/14/2009,10:17 AM,Dry,,,15,,,,,,,,,,,,,,,,,,,,,,,,WEAK,W,11,N,1,9.52,9.29,6,7.05,7.16,,,,E,88,28,E,E,76,32,0.512,,0.755,,0.109,,1.68,,3.79,,0.177,,8,6.4,0.86,,,,,4,,,,,,19.8,21.9,2.9,3.7,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC0,,07/26/2007,10:36 AM,Dry,22.37,21.53,15,4,13,21.43,22.52,3.24,3.33,0.12,0.09,1.62,1.15,,,13.85,14.89,14.7466,3.9717,,,793.59,7.1,0,-239.988,-242.973,0.2,E,3,W,1,0,0,2,6.78,6.79,,,,,820,3600,,,960,700,0.007,,1.39,,,,2.17,,2.78,,0.53,,16,5.38,2.23,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC0,,01/15/2013,10:12 AM,Wet,6.08,5.69,17,3,15,22.62,23.96,2.32,2.42,4.96,5.45,46.33,50.88,76.47,78.05,17.78,18.87,6.9399,5.303,,,,746.79,20.11,114.388,112.367,weak,S,calm,,1,7.65,6.94,4.5,6.79,7.22,,,,,380,210,,E,360,130,0.506,,0.628,,0.12,,1.14,,3.26,,0.19,,14,8,3.2,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,08/02/2011,10:49 AM,Dry,25.13,23.46,24,3,21,21.07,22.72,3.37,3.49,7.77,0.97,106.59,13.03,38.41,74.49,12.81,14.52,68.7015,14.2706,8.05,7.54,2068.8,117.9,-0.02,165.517,171.706,WEAK,S,6,N,1,3.74,1.72,2,7.07,6.97,,,,,172,208,E,E,20,36,0.149,,0.432,,0.184,,0.352,,1.7,,1.25,,2,6,7.4,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,05/06/2008,10:13 AM,Dry,,,21,,,,,,,,,,,,,,,,,,,,,,,,0.3,S,CALM,,1,8.29,6.31,3.5,7.33,7.26,,,,,,,,,8,4,0.341,,0.544,,0.104,,3.27,,1.53,,0.202,,12.4,15.6,23.7,,,,,3.6,,,,,,19.3,20.3,15,14.1,,,,,,,,,,,,,,,,,Fecal Top  and Bottom samples are questionable,-73.927040,40.724545,Permanent
NC2,,09/14/2005,10:42 AM,Dry,24.85,23.79,20,2,17,10.99,23.38,1.85,3.61,,,38.12,1.66,74.5,26.61,5.33,14.93,64.53,1.79,8.34,8.19,1772.75,155,0.12,-58.37,-226.66,0.3,SE,4,W,1,0.81,0,2.5,6.99,7.08,,,,,184,48,,,92,20,0.118,,4.28,,0.629,,9.12,,4.21,,0.964,,8,14.75,76.84,,,,,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,09/11/2012,10:13 AM,Dry,24.34,24.73,14,3,12,21.25,23.41,3.35,3.68,0.3,0.17,4.05,2.29,51.6,60.28,13.17,14.69,59.7008,46.6766,,,1945.1,3647.1,7.42,-256.453,-244.399,WEAK,W,CALM,,1,0,0,1.5,6.94,6.95,,,,,7600,6300,,E,1180,1400,0.014,,0.902,,0.312,,2.02,,3.13,,0.411,,6,8,16,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,"green water, sulfur smells. DO <3mg/L, pH (top and bottom) < 7units",-73.931556,40.714961,Permanent
NC0,,09/05/2012,10:08 AM,Wet,24.81,24.82,16,3,13,24.41,24.62,3.83,3.86,0.14,0.21,1.9,2.91,72.27,76.95,15.41,15.57,15.2947,10.7091,,,381.51,271.7,7.56,170.188,192.039,slk,,4,W,1,0.29,0.16,3.5,7.1,7.09,,,,,990,2100,,,920,1180,0.14,,0.722,,0.275,,1.1,,3.1,,0.364,,3,3,5.1,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC2,,09/29/2004,4:12 PM,Wet,19.88,21.86,15,4,19,4.1,13.79,0.67,2.14,,,33.42,16.26,44.63,77.95,1.35,8.21,,,,,,,,,,0.4,W,2,NE,1,1.24,1.29,2.5,7.19,7.18,,,,,4000,4000,,,4000,4000,0.338,,0.594,,0.2,,1.78,,2.83,,0.29,,17.2,4.4,11.06,,3.7,,,3.5,,2.97,1.31,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,11/09/2015,9:52 AM,Dry,15.09,15.19,23,3,23,23.68,23.9,3.03,3.06,4.83,5.27,55.5,60.75,80.73,79.77,17.25,17.39,1.6707,1.8665,,,,2616.7,27.9,200.401,190.216,WEAK,W,0,0,1,4.48,4.58,6,7.37,7.4,,,,,8,8,E,E,20,12,0.54,,0.346,,0.14,,0.921,,2.706,2.492,0.226,,4,5,5.86,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,07/23/2003,11:20 AM,Wet,22.7,,23,,,,22.9,,,,,,,,,,,,,,,,,,,,,23,3,W,1,0.27,0.23,1.5,7.06,7.06,,,,,,,,,980,1080,0.205,,0.692,,0.169,,3.12,,2.7,,0.33,,,,,,,,,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,09/21/2005,10:08 AM,Dry,23.87,23.91,15,4,15,10.91,22.55,1.8,3.5,,,31.41,2.47,85.89,34.36,5.53,14.27,68.39,6.24,8.4,8.12,1868.7,18.88,0.06,-46.56,-258.78,0.2,SW,6,NW,1,0,0,1.5,7.08,7.04,,,,,3920,1900,,,1540,960,0.056,,3.94,,0.57,,6.67,,1.85,,0.945,,15.75,22.75,171.77,,,,,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
